"st" "flag_fthb" "prop_type" "count" "fico_avg" "avg_ltv" "avg_dti" "year" "quart"
"24066" "NE" "Y" "CO" 5 756.8 81.8 36.4 "2009" "2"
"24067" "NE" "Y" "PU" 41 766.048780487805 79.4390243902439 30.4878048780488 "2009" "2"
"24068" "NE" "Y" "SF" 152 751.328947368421 83.0789473684211 32.0263157894737 "2009" "2"
"24069" "NH" "" "CO" 66 771.787878787879 63.5454545454545 32.7575757575758 "2009" "2"
"24070" "NH" "" "PU" 43 764.953488372093 63.1627906976744 31.1395348837209 "2009" "2"
"24071" "NH" "" "SF" 1017 760.769911504425 62.8711897738446 32.1042281219272 "2009" "2"
"24072" "NH" "N" "CO" 233 775.124463519313 66.9055793991416 33.6952789699571 "2009" "2"
"24073" "NH" "N" "MH" 3 798 67.3333333333333 39.6666666666667 "2009" "2"
"24074" "NH" "N" "PU" 67 766.388059701493 63.8955223880597 32.4477611940299 "2009" "2"
"24075" "NH" "N" "SF" 3102 765.707285622179 62.6283043197937 32.7433913604126 "2009" "2"
"24076" "NH" "Y" "CO" 42 751.071428571429 81.4285714285714 34.8333333333333 "2009" "2"
"24077" "NH" "Y" "PU" 3 733.666666666667 88.3333333333333 29.3333333333333 "2009" "2"
"24078" "NH" "Y" "SF" 133 757.977443609023 82.5112781954887 33.8345864661654 "2009" "2"
"24079" "NJ" "" "CO" 852 766.070422535211 61.5821596244131 30.5739436619718 "2009" "2"
"24080" "NJ" "" "CP" 5 761 54 26.2 "2009" "2"
"24081" "NJ" "" "PU" 832 763.307692307692 59.6826923076923 29.1838942307692 "2009" "2"
"24082" "NJ" "" "SF" 7134 758.982057751612 58.1968040370059 30.901317633866 "2009" "2"
"24083" "NJ" "N" "CO" 1062 768.893596986817 62.6129943502825 33.3229755178908 "2009" "2"
"24084" "NJ" "N" "CP" 6 760.666666666667 66.5 33.6666666666667 "2009" "2"
"24085" "NJ" "N" "LH" 1 733 80 10 "2009" "2"
"24086" "NJ" "N" "PU" 747 769.892904953146 60.7269076305221 33.1178045515395 "2009" "2"
"24087" "NJ" "N" "SF" 8584 761.208294501398 59.0626747437092 33.764678471575 "2009" "2"
"24088" "NJ" "Y" "CO" 275 763.018181818182 78.2763636363636 35.5890909090909 "2009" "2"
"24089" "NJ" "Y" "CP" 3 767.333333333333 76 21.6666666666667 "2009" "2"
"24090" "NJ" "Y" "PU" 92 760.25 76.5 33.9130434782609 "2009" "2"
"24091" "NJ" "Y" "SF" 825 753.149090909091 77.2642424242424 35.6048484848485 "2009" "2"
"24092" "NM" "" "CO" 20 770.1 60.4 33.2 "2009" "2"
"24093" "NM" "" "MH" 1 687 62 44 "2009" "2"
"24094" "NM" "" "PU" 168 766.327380952381 60.7261904761905 30.5416666666667 "2009" "2"
"24095" "NM" "" "SF" 953 756.98111227702 64.9265477439664 31.0703043022036 "2009" "2"
"24096" "NM" "N" "CO" 29 780.275862068965 65.0689655172414 32.551724137931 "2009" "2"
"24097" "NM" "N" "LH" 3 760.333333333333 63.6666666666667 37.6666666666667 "2009" "2"
"24098" "NM" "N" "MH" 20 757.7 66.3 30.35 "2009" "2"
"24099" "NM" "N" "PU" 460 770.997826086956 62.6782608695652 30.9195652173913 "2009" "2"
"24100" "NM" "N" "SF" 2062 762.697381183317 65.0363724539282 30.7594568380213 "2009" "2"
"24101" "NM" "Y" "CO" 4 786 68.5 28.5 "2009" "2"
"24102" "NM" "Y" "MH" 2 780 62.5 32 "2009" "2"
"24103" "NM" "Y" "PU" 22 750.5 78 31.8636363636364 "2009" "2"
"24104" "NM" "Y" "SF" 77 761.831168831169 78.7662337662338 30.8831168831169 "2009" "2"
"24105" "NV" "" "CO" 51 769.647058823529 69.078431372549 35.1960784313725 "2009" "2"
"24106" "NV" "" "MH" 5 778.2 60.8 22.6 "2009" "2"
"24107" "NV" "" "PU" 702 768.269230769231 66.8988603988604 31.7735042735043 "2009" "2"
"24108" "NV" "" "SF" 574 765.017421602787 61.5836236933798 30.1149825783972 "2009" "2"
"24109" "NV" "N" "CO" 46 770.173913043478 66.4565217391304 35.3260869565217 "2009" "2"
"24110" "NV" "N" "MH" 13 760.384615384615 62.5384615384615 29.4615384615385 "2009" "2"
"24111" "NV" "N" "PU" 943 768.170731707317 69.5355249204666 33.796394485684 "2009" "2"
"24112" "NV" "N" "SF" 602 765.988372093023 66.4435215946844 31.4651162790698 "2009" "2"
"24113" "NV" "Y" "CO" 15 740.066666666667 75.7333333333333 37.2666666666667 "2009" "2"
"24114" "NV" "Y" "MH" 1 791 62 14 "2009" "2"
"24115" "NV" "Y" "PU" 175 743.102857142857 77.4971428571429 34.7828571428571 "2009" "2"
"24116" "NV" "Y" "SF" 90 748.833333333333 77.7777777777778 32.8888888888889 "2009" "2"
"24117" "NY" "" "CO" 424 767.929245283019 56.2665094339623 29.8254716981132 "2009" "2"
"24118" "NY" "" "CP" 439 767.284738041002 56.2756264236902 30.0592255125285 "2009" "2"
"24119" "NY" "" "MH" 4 725.25 45.75 22.75 "2009" "2"
"24120" "NY" "" "PU" 251 770.422310756972 57.8167330677291 29.1155378486056 "2009" "2"
"24121" "NY" "" "SF" 6596 757.31109763493 60.0350212249848 31.7780473013948 "2009" "2"
"24122" "NY" "N" "CO" 565 766.315044247788 57.6690265486726 35.2088495575221 "2009" "2"
"24123" "NY" "N" "CP" 705 775.988652482269 50.268085106383 30.758865248227 "2009" "2"
"24124" "NY" "N" "LH" 2 723.5 37 46.5 "2009" "2"
"24125" "NY" "N" "MH" 31 770.58064516129 64.7741935483871 30.1612903225806 "2009" "2"
"24126" "NY" "N" "PU" 266 766.40977443609 61.4887218045113 35.906015037594 "2009" "2"
"24127" "NY" "N" "SF" 13010 760.534358186011 61.4358954650269 33.478478093774 "2009" "2"
"24128" "NY" "Y" "CO" 196 754.25 75.6734693877551 35.4387755102041 "2009" "2"
"24129" "NY" "Y" "CP" 207 761.43961352657 72.9565217391304 33.0531400966184 "2009" "2"
"24130" "NY" "Y" "MH" 2 786.5 80 15 "2009" "2"
"24131" "NY" "Y" "PU" 43 763.790697674419 82.7674418604651 36.093023255814 "2009" "2"
"24132" "NY" "Y" "SF" 1402 752.64907275321 79.2902995720399 34.5164051355207 "2009" "2"
"24133" "OH" "" "CO" 81 780.20987654321 64.5925925925926 27.5925925925926 "2009" "2"
"24134" "OH" "" "MH" 2 774.5 47.5 17 "2009" "2"
"24135" "OH" "" "PU" 390 769.953846153846 66.025641025641 26.6179487179487 "2009" "2"
"24136" "OH" "" "SF" 2039 764.44384502207 66.8715056400196 27.8793526238352 "2009" "2"
"24137" "OH" "N" "CO" 684 776.169590643275 67.5979532163743 31.2251461988304 "2009" "2"
"24138" "OH" "N" "LH" 7 779.428571428571 65.5714285714286 25 "2009" "2"
"24139" "OH" "N" "MH" 34 768.147058823529 62 29.9411764705882 "2009" "2"
"24140" "OH" "N" "PU" 1612 771.777915632754 68.3939205955335 29.6116625310174 "2009" "2"
"24141" "OH" "N" "SF" 17688 768.277193577567 66.031433740389 28.5783582089552 "2009" "2"
"24142" "OH" "Y" "CO" 98 763.316326530612 77.6632653061225 29.9081632653061 "2009" "2"
"24143" "OH" "Y" "MH" 1 779 76 20 "2009" "2"
"24144" "OH" "Y" "PU" 79 759.012658227848 79.9746835443038 31.3164556962025 "2009" "2"
"24145" "OH" "Y" "SF" 720 755.893055555556 80.9819444444445 29.8472222222222 "2009" "2"
"24146" "OK" "" "CO" 3 786.666666666667 75 29 "2009" "2"
"24147" "OK" "" "MH" 1 731 55 49 "2009" "2"
"24148" "OK" "" "PU" 309 759.631067961165 71.3333333333333 29.7087378640777 "2009" "2"
"24149" "OK" "" "SF" 658 753.193009118541 69.1747720364742 30.1231003039514 "2009" "2"
"24150" "OK" "N" "CO" 35 765.657142857143 69.5142857142857 28.7428571428571 "2009" "2"
"24151" "OK" "N" "LH" 1 762 79 30 "2009" "2"
"24152" "OK" "N" "MH" 13 755.538461538462 63.9230769230769 32.6153846153846 "2009" "2"
"24153" "OK" "N" "PU" 1402 765.258915834522 71.6583452211127 29.3559201141227 "2009" "2"
"24154" "OK" "N" "SF" 3018 758.756792577866 69.5288270377734 29.8528827037773 "2009" "2"
"24155" "OK" "Y" "CO" 3 758 83.3333333333333 38.3333333333333 "2009" "2"
"24156" "OK" "Y" "PU" 70 756.271428571429 78.0571428571429 31.5428571428571 "2009" "2"
"24157" "OK" "Y" "SF" 150 750.88 81 28.7666666666667 "2009" "2"
"24158" "OR" "" "CO" 123 773.926829268293 63.6910569105691 31.9349593495935 "2009" "2"
"24159" "OR" "" "MH" 34 763.764705882353 63.2941176470588 31.7058823529412 "2009" "2"
"24160" "OR" "" "PU" 779 773.436456996149 61.7766367137356 28.5173299101412 "2009" "2"
"24161" "OR" "" "SF" 3656 765.853665207877 62.1167943107221 30.4559628008753 "2009" "2"
"24162" "OR" "N" "CO" 162 773.296296296296 63.037037037037 33.5123456790123 "2009" "2"
"24163" "OR" "N" "LH" 1 684 80 27 "2009" "2"
"24164" "OR" "N" "MH" 129 769.821705426357 59.4341085271318 33.9147286821705 "2009" "2"
"24165" "OR" "N" "PU" 959 775.299270072993 62.8185610010428 32.1011470281543 "2009" "2"
"24166" "OR" "N" "SF" 5712 769.687149859944 61.6638655462185 31.5257352941176 "2009" "2"
"24167" "OR" "Y" "CO" 19 772.526315789474 73.6842105263158 33.8947368421053 "2009" "2"
"24168" "OR" "Y" "MH" 6 757.5 76.5 27.5 "2009" "2"
"24169" "OR" "Y" "PU" 64 759.0625 75.203125 33.0625 "2009" "2"
"24170" "OR" "Y" "SF" 290 760.913793103448 78.1586206896552 32.8344827586207 "2009" "2"
"24171" "PA" "" "CO" 290 771.706896551724 61.3724137931034 29.4689655172414 "2009" "2"
"24172" "PA" "" "MH" 2 763.5 67 20 "2009" "2"
"24173" "PA" "" "PU" 1406 765.349217638691 62.8812233285918 29.522759601707 "2009" "2"
"24174" "PA" "" "SF" 8140 761.128501228501 63.5793611793612 29.5054054054054 "2009" "2"
"24175" "PA" "N" "CO" 418 766.452153110048 67.4282296650718 33.311004784689 "2009" "2"
"24176" "PA" "N" "LH" 4 763.5 57.25 20.75 "2009" "2"
"24177" "PA" "N" "MH" 16 754.6875 60.6875 31.5625 "2009" "2"
"24178" "PA" "N" "PU" 1703 768.886670581327 65.4738696418086 32.080446271286 "2009" "2"
"24179" "PA" "N" "SF" 12175 763.101765913758 65.70340862423 30.9346201232033 "2009" "2"
"24180" "PA" "Y" "CO" 146 755.780821917808 79.7945205479452 33.0958904109589 "2009" "2"
"24181" "PA" "Y" "MH" 1 817 80 21 "2009" "2"
"24182" "PA" "Y" "PU" 216 760.490740740741 78.6018518518518 32.9768518518519 "2009" "2"
"24183" "PA" "Y" "SF" 1267 753.665351223362 80.7221783741121 31.7253354380426 "2009" "2"
"24184" "PR" "" "CO" 9 747.444444444444 67.2222222222222 36.4444444444444 "2009" "2"
"24185" "PR" "" "SF" 38 738.026315789474 62.5 37.1578947368421 "2009" "2"
"24186" "PR" "N" "CO" 90 732.833333333333 61.8222222222222 37.3666666666667 "2009" "2"
"24187" "PR" "N" "SF" 572 716.465034965035 62.6451048951049 36.006993006993 "2009" "2"
"24188" "PR" "Y" "CO" 6 722 79.6666666666667 41.6666666666667 "2009" "2"
"24189" "PR" "Y" "SF" 15 732.066666666667 69.3333333333333 39.6666666666667 "2009" "2"
"24190" "RI" "" "CO" 26 774.730769230769 58.0769230769231 32.6923076923077 "2009" "2"
"24191" "RI" "" "PU" 8 778.25 50.375 26.875 "2009" "2"
"24192" "RI" "" "SF" 705 764.607092198582 60.2397163120567 31.8950354609929 "2009" "2"
"24193" "RI" "N" "CO" 90 771.877777777778 62.4555555555556 34.7333333333333 "2009" "2"
"24194" "RI" "N" "LH" 1 738 75 51 "2009" "2"
"24195" "RI" "N" "MH" 1 820 42 41 "2009" "2"
"24196" "RI" "N" "PU" 7 777 68.4285714285714 29.4285714285714 "2009" "2"
"24197" "RI" "N" "SF" 1619 765.802347127857 60.7411982705374 32.762816553428 "2009" "2"
"24198" "RI" "Y" "CO" 13 778.384615384615 80 34.7692307692308 "2009" "2"
"24199" "RI" "Y" "SF" 87 751.310344827586 78.4712643678161 35.183908045977 "2009" "2"
"24200" "SC" "" "CO" 85 776.435294117647 64.1529411764706 31.2117647058824 "2009" "2"
"24201" "SC" "" "MH" 3 761 65 36.6666666666667 "2009" "2"
"24202" "SC" "" "PU" 876 765.033105022831 63.7431506849315 31.0650684931507 "2009" "2"
"24203" "SC" "" "SF" 1149 756.630983463882 64.3542210617929 30.9625761531767 "2009" "2"
"24204" "SC" "N" "CO" 293 770.42662116041 65.0443686006826 31.8464163822526 "2009" "2"
"24205" "SC" "N" "LH" 80 746.6 69.6625 24.5 "2009" "2"
"24206" "SC" "N" "MH" 13 761.153846153846 68.3076923076923 26.6923076923077 "2009" "2"
"24207" "SC" "N" "PU" 2860 768.908391608392 64.3947552447552 30.6951048951049 "2009" "2"
"24208" "SC" "N" "SF" 4128 759.449370155039 65.6354166666667 30.0961724806202 "2009" "2"
"24209" "SC" "Y" "CO" 12 757.5 86.1666666666667 30.1666666666667 "2009" "2"
"24210" "SC" "Y" "LH" 1 739 80 11 "2009" "2"
"24211" "SC" "Y" "MH" 1 779 47 11 "2009" "2"
"24212" "SC" "Y" "PU" 120 758.258333333333 79.6 32.7666666666667 "2009" "2"
"24213" "SC" "Y" "SF" 136 748.198529411765 81.8970588235294 30.6764705882353 "2009" "2"
"24214" "SD" "" "CO" 5 796.8 62.8 31.6 "2009" "2"
"24215" "SD" "" "MH" 4 761.5 66 38 "2009" "2"
"24216" "SD" "" "PU" 36 775.138888888889 62.8611111111111 30.3888888888889 "2009" "2"
"24217" "SD" "" "SF" 624 764.471153846154 66.6730769230769 29.3012820512821 "2009" "2"
"24218" "SD" "N" "CO" 8 794.375 69.375 29.875 "2009" "2"
"24219" "SD" "N" "MH" 1 754 75 36 "2009" "2"
"24220" "SD" "N" "PU" 36 774.75 66.7777777777778 32.3888888888889 "2009" "2"
"24221" "SD" "N" "SF" 735 767.251700680272 69.8761904761905 30.1265306122449 "2009" "2"
"24222" "SD" "Y" "CO" 1 805 95 45 "2009" "2"
"24223" "SD" "Y" "PU" 4 756.25 74 34 "2009" "2"
"24224" "SD" "Y" "SF" 64 751.0625 80.8125 31.75 "2009" "2"
"24225" "TN" "" "CO" 46 768.760869565217 65.804347826087 30.8695652173913 "2009" "2"
"24226" "TN" "" "MH" 1 799 71 35 "2009" "2"
"24227" "TN" "" "PU" 555 767.882882882883 65.0036036036036 27.0756756756757 "2009" "2"
"24228" "TN" "" "SF" 1869 757.23595505618 66.4499732477261 30.1337613697164 "2009" "2"
"24229" "TN" "N" "CO" 164 773.55487804878 70.0914634146341 30.5243902439024 "2009" "2"
"24230" "TN" "N" "LH" 8 761.75 77.75 32.375 "2009" "2"
"24231" "TN" "N" "MH" 14 758.571428571429 61 31.6428571428571 "2009" "2"
"24232" "TN" "N" "PU" 1360 770.666911764706 66.6963235294118 30.7514705882353 "2009" "2"
"24233" "TN" "N" "SF" 5756 760.503648366921 67.2743224461432 30.5382209867964 "2009" "2"
"24234" "TN" "Y" "CO" 22 759.454545454545 77.9545454545455 37 "2009" "2"
"24235" "TN" "Y" "LH" 1 788 60 35 "2009" "2"
"24236" "TN" "Y" "PU" 98 759.040816326531 77.2959183673469 30.0612244897959 "2009" "2"
"24237" "TN" "Y" "SF" 272 754.819852941176 78.9191176470588 31.8933823529412 "2009" "2"
"24238" "TX" "" "CO" 114 762.59649122807 66.5964912280702 28.7894736842105 "2009" "2"
"24239" "TX" "" "MH" 8 768.125 65.375 32.125 "2009" "2"
"24240" "TX" "" "PU" 4632 760.142487046632 68.9872625215889 29.8937823834197 "2009" "2"
"24241" "TX" "" "SF" 4312 753.758348794063 67.4802875695733 29.7720315398887 "2009" "2"
"24242" "TX" "N" "CO" 296 763.983108108108 71.2837837837838 31.8885135135135 "2009" "2"
"24243" "TX" "N" "LH" 3 742.666666666667 77.3333333333333 21 "2009" "2"
"24244" "TX" "N" "MH" 7 768.428571428571 72.7142857142857 28.5714285714286 "2009" "2"
"24245" "TX" "N" "PU" 9208 761.297458731538 71.4738271068636 31.5788444830582 "2009" "2"
"24246" "TX" "N" "SF" 8052 756.868852459016 69.105563835072 31.6043219076006 "2009" "2"
"24247" "TX" "Y" "CO" 104 754.586538461538 80.3461538461538 32.6057692307692 "2009" "2"
"24248" "TX" "Y" "MH" 1 791 80 22 "2009" "2"
"24249" "TX" "Y" "PU" 1137 752.106420404573 79.7818821459982 32.1503957783641 "2009" "2"
"24250" "TX" "Y" "SF" 907 752.455347298787 80.2149944873208 31.5700110253583 "2009" "2"
"24251" "UT" "" "CO" 94 763.478723404255 63.531914893617 34.0851063829787 "2009" "2"
"24252" "UT" "" "MH" 4 777 52 30 "2009" "2"
"24253" "UT" "" "PU" 312 765.871794871795 65.2307692307692 30.7788461538462 "2009" "2"
"24254" "UT" "" "SF" 2490 760.959437751004 65.355421686747 30.3373493975904 "2009" "2"
"24255" "UT" "N" "CO" 210 766.042857142857 68.3619047619048 31.052380952381 "2009" "2"
"24256" "UT" "N" "MH" 21 772.714285714286 53.9523809523809 33.8095238095238 "2009" "2"
"24257" "UT" "N" "PU" 772 765.933937823834 67.7474093264249 32.8380829015544 "2009" "2"
"24258" "UT" "N" "SF" 5795 762.470232959448 66.6764452113891 31.1459879206212 "2009" "2"
"24259" "UT" "Y" "CO" 26 765.384615384615 78.6153846153846 30.6153846153846 "2009" "2"
"24260" "UT" "Y" "MH" 2 765 62.5 36 "2009" "2"
"24261" "UT" "Y" "PU" 60 758.216666666667 80.7666666666667 32.3833333333333 "2009" "2"
"24262" "UT" "Y" "SF" 286 757.013986013986 80.986013986014 33.5 "2009" "2"
"24263" "VA" "" "CO" 266 775.672932330827 59.906015037594 29.0488721804511 "2009" "2"
"24264" "VA" "" "MH" 3 790.666666666667 66.6666666666667 35 "2009" "2"
"24265" "VA" "" "PU" 2131 772.426560300328 61.4809948381042 28.1243547630221 "2009" "2"
"24266" "VA" "" "SF" 3755 762.430093209055 59.8066577896139 29.3459387483356 "2009" "2"
"24267" "VA" "N" "CO" 611 775.715220949264 64.3486088379705 31.8297872340426 "2009" "2"
"24268" "VA" "N" "CP" 1 785 67 29 "2009" "2"
"24269" "VA" "N" "LH" 66 757.469696969697 67.2424242424242 26.969696969697 "2009" "2"
"24270" "VA" "N" "MH" 30 754.733333333333 61.8333333333333 28.1 "2009" "2"
"24271" "VA" "N" "PU" 4377 773.881654100982 62.4555631711218 30.2547406899703 "2009" "2"
"24272" "VA" "N" "SF" 10929 766.48906578827 60.956263153079 30.306615426846 "2009" "2"
"24273" "VA" "Y" "CO" 108 761.805555555556 78.0277777777778 32.7685185185185 "2009" "2"
"24274" "VA" "Y" "LH" 5 762.2 84 29.4 "2009" "2"
"24275" "VA" "Y" "PU" 284 760.137323943662 79.5352112676056 31.8908450704225 "2009" "2"
"24276" "VA" "Y" "SF" 436 758.227064220183 77.9220183486239 32.1605504587156 "2009" "2"
"24277" "VI" "N" "CO" 7 764.857142857143 64.5714285714286 37.4285714285714 "2009" "2"
"24278" "VI" "N" "PU" 1 720 54 56 "2009" "2"
"24279" "VI" "N" "SF" 22 760.636363636364 54.1363636363636 37.6818181818182 "2009" "2"
"24280" "VT" "" "CO" 17 772.470588235294 66.4705882352941 30.8235294117647 "2009" "2"
"24281" "VT" "" "PU" 9 739.555555555556 48.8888888888889 34.5555555555556 "2009" "2"
"24282" "VT" "" "SF" 379 763.445910290238 57.7440633245383 34.2849604221636 "2009" "2"
"24283" "VT" "N" "CO" 166 767.963855421687 68.5421686746988 33.1927710843374 "2009" "2"
"24284" "VT" "N" "MH" 10 751.8 58.7 36.8 "2009" "2"
"24285" "VT" "N" "PU" 163 772.226993865031 61.9938650306748 31.0368098159509 "2009" "2"
"24286" "VT" "N" "SF" 2033 763.173635022135 61.2749631087063 33.026069847516 "2009" "2"
"24287" "VT" "Y" "CO" 12 769.75 75.5 32.3333333333333 "2009" "2"
"24288" "VT" "Y" "PU" 4 744.75 85.75 36.5 "2009" "2"
"24289" "VT" "Y" "SF" 95 756.073684210526 83.2526315789474 33.8526315789474 "2009" "2"
"24290" "WA" "" "CO" 400 773.99 62.9725 30.8525 "2009" "2"
"24291" "WA" "" "MH" 34 767.441176470588 57.2647058823529 32.0588235294118 "2009" "2"
"24292" "WA" "" "PU" 1597 769.115216030056 61.703819661866 30.0820288040075 "2009" "2"
"24293" "WA" "" "SF" 5772 765.424116424116 60.5185377685378 30.9398821898822 "2009" "2"
"24294" "WA" "N" "CO" 553 769.23869801085 63.128390596745 32.8444846292948 "2009" "2"
"24295" "WA" "N" "LH" 2 740 78.5 36 "2009" "2"
"24296" "WA" "N" "MH" 175 763.874285714286 59.7771428571429 32.3542857142857 "2009" "2"
"24297" "WA" "N" "PU" 2355 770.373248407643 62.4713375796178 32.1397027600849 "2009" "2"
"24298" "WA" "N" "SF" 10043 767.039729164592 61.0539679378672 31.9836702180623 "2009" "2"
"24299" "WA" "Y" "CO" 84 756.202380952381 77.0833333333333 35.4404761904762 "2009" "2"
"24300" "WA" "Y" "MH" 5 785.4 80 33.4 "2009" "2"
"24301" "WA" "Y" "PU" 130 757.269230769231 77.9692307692308 34.2461538461538 "2009" "2"
"24302" "WA" "Y" "SF" 447 756.695749440716 78.7181208053691 34.6398210290828 "2009" "2"
"24303" "WI" "" "CO" 301 775.056478405316 63.0863787375415 30.7009966777409 "2009" "2"
"24304" "WI" "" "MH" 11 762.454545454545 56.3636363636364 27.4545454545455 "2009" "2"
"24305" "WI" "" "PU" 110 769.172727272727 64.2454545454545 27.4636363636364 "2009" "2"
"24306" "WI" "" "SF" 5666 766.711260148253 63.0824214613484 28.9978821037769 "2009" "2"
"24307" "WI" "N" "CO" 581 772.965576592083 65.9397590361446 31.6075731497418 "2009" "2"
"24308" "WI" "N" "LH" 12 714 71 32.9166666666667 "2009" "2"
"24309" "WI" "N" "MH" 46 764.347826086957 62.8260869565217 32.0217391304348 "2009" "2"
"24310" "WI" "N" "PU" 146 774.164383561644 65.0821917808219 29.3630136986301 "2009" "2"
"24311" "WI" "N" "SF" 14927 767.33951899243 64.5951631272191 29.8960273330207 "2009" "2"
"24312" "WI" "Y" "CO" 67 761.059701492537 80.4179104477612 31.8955223880597 "2009" "2"
"24313" "WI" "Y" "MH" 2 791 82.5 32 "2009" "2"
"24314" "WI" "Y" "PU" 12 748.833333333333 85.6666666666667 31.5833333333333 "2009" "2"
"24315" "WI" "Y" "SF" 674 753.022255192878 83.3827893175074 32.1750741839763 "2009" "2"
"24316" "WV" "" "PU" 37 755.27027027027 60.1081081081081 27.5945945945946 "2009" "2"
"24317" "WV" "" "SF" 169 752.520710059172 66.9408284023669 29.2307692307692 "2009" "2"
"24318" "WV" "N" "CO" 6 772.833333333333 67.5 27.8333333333333 "2009" "2"
"24319" "WV" "N" "MH" 8 756.875 66.25 29.125 "2009" "2"
"24320" "WV" "N" "PU" 180 767.866666666667 65.7444444444444 29.1277777777778 "2009" "2"
"24321" "WV" "N" "SF" 1719 757.350785340314 66.3670738801629 28.2187318208261 "2009" "2"
"24322" "WV" "Y" "PU" 7 769 75.8571428571429 32.2857142857143 "2009" "2"
"24323" "WV" "Y" "SF" 124 757.604838709677 82.7258064516129 28.3790322580645 "2009" "2"
"24324" "WY" "" "CO" 1 815 56 32 "2009" "2"
"24325" "WY" "" "MH" 2 758 65.5 24 "2009" "2"
"24326" "WY" "" "PU" 40 756.5 55.2 28.925 "2009" "2"
"24327" "WY" "" "SF" 323 755.74613003096 62.374613003096 30.8854489164087 "2009" "2"
"24328" "WY" "N" "CO" 5 784.2 55.8 31.8 "2009" "2"
"24329" "WY" "N" "MH" 9 754.555555555556 61.3333333333333 29.5555555555556 "2009" "2"
"24330" "WY" "N" "PU" 30 777.033333333333 56.7 36.6333333333333 "2009" "2"
"24331" "WY" "N" "SF" 599 760.838063439065 65.8363939899833 31.4841402337229 "2009" "2"
"24332" "WY" "Y" "PU" 1 796 90 36 "2009" "2"
"24333" "WY" "Y" "SF" 23 746.391304347826 85.304347826087 31.0869565217391 "2009" "2"
"24334" "AK" "" "CO" 21 742.52380952381 69.5714285714286 34.4761904761905 "2009" "3"
"24335" "AK" "" "PU" 40 755.35 69.4 35.625 "2009" "3"
"24336" "AK" "" "SF" 326 743.659509202454 64.6564417177914 31.6441717791411 "2009" "3"
"24337" "AK" "N" "CO" 38 749.210526315789 72.5526315789474 36.3421052631579 "2009" "3"
"24338" "AK" "N" "MH" 1 774 39 29 "2009" "3"
"24339" "AK" "N" "PU" 55 760.709090909091 72.6363636363636 32.0909090909091 "2009" "3"
"24340" "AK" "N" "SF" 505 752.837623762376 71.429702970297 33.4534653465347 "2009" "3"
"24341" "AK" "Y" "CO" 10 772.4 77.1 30.9 "2009" "3"
"24342" "AK" "Y" "PU" 7 718.857142857143 74.2857142857143 36.2857142857143 "2009" "3"
"24343" "AK" "Y" "SF" 74 761.27027027027 81.7837837837838 33.0810810810811 "2009" "3"
"24344" "AL" "" "CO" 9 757 71.3333333333333 29.8888888888889 "2009" "3"
"24345" "AL" "" "MH" 3 733 60.3333333333333 33.6666666666667 "2009" "3"
"24346" "AL" "" "PU" 117 755.786324786325 66.5299145299145 31.2905982905983 "2009" "3"
"24347" "AL" "" "SF" 604 747.165562913907 67.1490066225166 32.2549668874172 "2009" "3"
"24348" "AL" "N" "CO" 67 769.985074626866 74.2835820895522 30.2985074626866 "2009" "3"
"24349" "AL" "N" "LH" 12 767.083333333333 77.1666666666667 30.6666666666667 "2009" "3"
"24350" "AL" "N" "MH" 2 722.5 68 33.5 "2009" "3"
"24351" "AL" "N" "PU" 422 760.672985781991 71.2701421800948 32.1421800947867 "2009" "3"
"24352" "AL" "N" "SF" 2011 752.12282446544 69.8935852809548 31.3998010939831 "2009" "3"
"24353" "AL" "Y" "CO" 7 761.857142857143 77.8571428571429 32 "2009" "3"
"24354" "AL" "Y" "LH" 1 700 80 20 "2009" "3"
"24355" "AL" "Y" "PU" 123 756.008130081301 79.2439024390244 31.1138211382114 "2009" "3"
"24356" "AL" "Y" "SF" 262 755.664122137405 79.8435114503817 30.4389312977099 "2009" "3"
"24357" "AR" "" "CO" 2 718 60 28.5 "2009" "3"
"24358" "AR" "" "PU" 66 768.712121212121 64.7424242424242 32.8787878787879 "2009" "3"
"24359" "AR" "" "SF" 491 745.885947046843 68.4317718940937 30.7596741344196 "2009" "3"
"24360" "AR" "N" "CO" 15 755.933333333333 69.6666666666667 37.8 "2009" "3"
"24361" "AR" "N" "LH" 2 767 61 35.5 "2009" "3"
"24362" "AR" "N" "MH" 2 776 64.5 43.5 "2009" "3"
"24363" "AR" "N" "PU" 256 763.89453125 71.515625 32.5546875 "2009" "3"
"24364" "AR" "N" "SF" 1481 753.359891964889 69.7535449020932 31.5226198514517 "2009" "3"
"24365" "AR" "Y" "PU" 40 769.05 76.475 30.85 "2009" "3"
"24366" "AR" "Y" "SF" 189 749.592592592593 78.0793650793651 28.7195767195767 "2009" "3"
"24367" "AZ" "" "CO" 66 771.287878787879 68.3939393939394 33.2727272727273 "2009" "3"
"24368" "AZ" "" "MH" 2 740.5 55 41.5 "2009" "3"
"24369" "AZ" "" "PU" 1126 768.004440497336 65.4626998223801 32.2051509769094 "2009" "3"
"24370" "AZ" "" "SF" 925 762.307027027027 63.4259459459459 32.3135135135135 "2009" "3"
"24371" "AZ" "N" "CO" 180 770.733333333333 69.95 32.75 "2009" "3"
"24372" "AZ" "N" "LH" 10 754.9 74.4 30.8 "2009" "3"
"24373" "AZ" "N" "MH" 24 748.333333333333 60.5416666666667 33.2083333333333 "2009" "3"
